,Ticker,Hurst Exponent,t_statistic,p_value
160,EXPD,0.5716118826005797,2.81310527265821,0.004906558500549663
161,EXPE,0.5835543655590751,3.282237776359521,0.0010298672255710795
162,EXR,0.65856168517371,6.22872484852289,4.702467304440461e-10
163,F,0.5221297189804742,0.869314237884769,0.38467527735177853
164,FANG,0.6230857983186047,4.83513762891368,1.3305354671366842e-06
165,FAST,0.5360746231773075,1.4171071752890938,0.15645159503496497
166,FCX,0.553908011299882,2.1176501066456916,0.034204711265305665
167,FDS,0.6052568455023115,4.13476892818799,3.553119593879828e-05
168,FDX,0.5747826982335732,2.9376633467079047,0.0033069590975818297
169,FE,0.4802654627999785,-0.7752251251442543,0.4382066441285657
170,FFIV,0.5286600789163911,1.1258441502534602,0.2602314926675908
171,FI,0.6869503230942877,7.343906074289399,2.0738966099997924e-13
172,FICO,0.6698611166073419,6.672596577482749,2.513167451922982e-11
173,FIS,0.642946693971015,5.615326450245655,1.9619148527993957e-08
174,FITB,0.5824130185033238,3.2374026274447103,0.0012062309594795817
175,FMC,0.5729667852735918,2.8663294543858124,0.004152618389710261
176,FRT,0.5206786744240599,0.8123133471907145,0.41661185376838406
177,FSLR,0.5893830160265661,3.5112026739036013,0.0004460841602136334
178,FTNT,0.6174544404181423,4.613922908301269,3.9513903773436e-06
179,GD,0.6449091872659496,5.6924184081031095,1.2525245729477774e-08
180,GE,0.5624183767399625,2.451959903041758,0.014208049328386263
181,GEN,0.5514483101816741,2.0210265026638297,0.04327702166954506
182,GILD,0.602641555563709,4.032033381395465,5.529633032441694e-05
183,GIS,0.5848796452351992,3.3342982879570915,0.0008551489901413856
184,GL,0.6357458315441921,5.332457416155801,9.689249602651273e-08
185,GLW,0.5764256949570367,3.00220462921425,0.002680319393350672
186,GM,0.5369644788629471,1.4520630740906897,0.1464840681003603
187,GNRC,0.6164983020908024,4.576363250988072,4.731287327697231e-06
188,GOOG,0.6333270919451491,5.2374428896252585,1.6281665815576218e-07
189,GOOGL,0.6348703261783137,5.298065236093592,1.1703615587776994e-07
190,GPC,0.5748346435002215,2.9397038949827357,0.003285260381906685
191,GPN,0.6444279071293413,5.673512443886669,1.3989893243859797e-08
192,GRMN,0.5971344999738399,3.8157015862506576,0.00013579653968465166
193,GS,0.5732615307812566,2.877907842100166,0.004003220688618914
194,GWW,0.5664125052375958,2.608859896846355,0.009084442770619372
195,HAL,0.5396927942319203,1.5592385604934291,0.11893992734944092
196,HAS,0.5871120232527086,3.4219920357482043,0.0006216413447373004
197,HBAN,0.5710868287276244,2.7924797596176094,0.005230573983861397
198,HCA,0.6633329856917152,6.416154226961384,1.3975975932112306e-10
199,HD,0.6770341272603131,6.954371519795791,3.5413894039493243e-12
200,HES,0.5250441286383127,0.9838000030597954,0.3252138578429906
201,HIG,0.6236007983836164,4.855368201630002,1.2016325530161964e-06
202,HII,0.6536581605023363,6.036101353556434,1.5788210738776343e-09
203,HOLX,0.5764390014548681,3.002727343851137,0.0026757203724818712
204,HON,0.6343531609899689,5.277749611572411,1.3077999438948495e-07
205,HPQ,0.6094454047968836,4.2993066809813625,1.7133325037610447e-05
206,HRL,0.6253617131511103,4.924541618627964,8.455833147014147e-07
207,HSIC,0.579288006991167,3.1146438611237866,0.00184167124072121
208,HST,0.4966955716672059,-0.12980673637574497,0.8967193331550167
209,HSY,0.6139330088592728,4.475591707866096,7.619998166452646e-06
210,HUBB,0.5891600459585432,3.5024438164176375,0.00046101099933926193
211,HUM,0.6316349620824127,5.170971526689076,2.3288005368549136e-07
212,IBM,0.45763144610053397,-1.6643495191191442,0.09604260187855518
213,ICE,0.6344225882389342,5.280476898623637,1.2884807021329436e-07
214,IDXX,0.6507493528568928,5.921835650332495,3.1836770997273334e-09
215,IEX,0.6546160907959686,6.073731404073139,1.2497169965541843e-09
216,IFF,0.5675476184934913,2.653450165517747,0.007967353448191217
